CAZyme	AA0
CAZyme	AA10
CAZyme	AA1_3
CAZyme	AA2
CAZyme	AA3
CAZyme	AA3_2
CAZyme	AA4
CAZyme	AA5
CAZyme	AA5_2
CAZyme	AA6
CAZyme	AA7
CAZyme	CBM0
CAZyme	CBM1
CAZyme	CBM10
CAZyme	CBM11
CAZyme	CBM12
CAZyme	CBM13
CAZyme	CBM16
CAZyme	CBM17
CAZyme	CBM18
CAZyme	CBM2
CAZyme	CBM20
CAZyme	CBM21
CAZyme	CBM22
CAZyme	CBM23
CAZyme	CBM25
CAZyme	CBM26
CAZyme	CBM27
CAZyme	CBM28
CAZyme	CBM3
CAZyme	CBM30
CAZyme	CBM32
CAZyme	CBM34
CAZyme	CBM35
CAZyme	CBM36
CAZyme	CBM38
CAZyme	CBM4
CAZyme	CBM40
CAZyme	CBM41
CAZyme	CBM42
CAZyme	CBM44
CAZyme	CBM46
CAZyme	CBM47
CAZyme	CBM48
CAZyme	CBM49
CAZyme	CBM5
CAZyme	CBM50
CAZyme	CBM51
CAZyme	CBM53
CAZyme	CBM54
CAZyme	CBM56
CAZyme	CBM57
CAZyme	CBM58
CAZyme	CBM59
CAZyme	CBM6
CAZyme	CBM60
CAZyme	CBM61
CAZyme	CBM62
CAZyme	CBM63
CAZyme	CBM66
CAZyme	CBM67
CAZyme	CBM68
CAZyme	CBM69
CAZyme	CBM70
CAZyme	CBM71
CAZyme	CBM73
CAZyme	CBM77
CAZyme	CBM8
CAZyme	CBM81
CAZyme	CBM84
CAZyme	CBM85
CAZyme	CBM9
CAZyme	CE0
CAZyme	CE1
CAZyme	CE11
CAZyme	CE12
CAZyme	CE14
CAZyme	CE15
CAZyme	CE16
CAZyme	CE17
CAZyme	CE2
CAZyme	CE3
CAZyme	CE4
CAZyme	CE5
CAZyme	CE6
CAZyme	CE7
CAZyme	CE8
CAZyme	CE9
CAZyme	cohesin
CAZyme	GH0
CAZyme	GH1
CAZyme	GH10
CAZyme	GH100
CAZyme	GH101
CAZyme	GH102
CAZyme	GH103
CAZyme	GH104
CAZyme	GH105
CAZyme	GH106
CAZyme	GH108
CAZyme	GH109
CAZyme	GH11
CAZyme	GH110
CAZyme	GH111
CAZyme	GH112
CAZyme	GH113
CAZyme	GH114
CAZyme	GH115
CAZyme	GH116
CAZyme	GH117
CAZyme	GH12
CAZyme	GH120
CAZyme	GH121
CAZyme	GH123
CAZyme	GH124
CAZyme	GH125
CAZyme	GH126
CAZyme	GH127
CAZyme	GH128
CAZyme	GH129
CAZyme	GH13
CAZyme	GH130
CAZyme	GH13_1
CAZyme	GH13_10
CAZyme	GH13_11
CAZyme	GH13_12
CAZyme	GH13_13
CAZyme	GH13_14
CAZyme	GH13_16
CAZyme	GH13_18
CAZyme	GH13_19
CAZyme	GH13_2
CAZyme	GH13_20
CAZyme	GH13_21
CAZyme	GH13_23
CAZyme	GH13_26
CAZyme	GH13_27
CAZyme	GH13_28
CAZyme	GH13_29
CAZyme	GH13_3
CAZyme	GH133
CAZyme	GH13_30
CAZyme	GH13_31
CAZyme	GH13_32
CAZyme	GH13_33
CAZyme	GH13_36
CAZyme	GH13_37
CAZyme	GH13_38
CAZyme	GH13_39
CAZyme	GH13_4
CAZyme	GH13_41
CAZyme	GH13_42
CAZyme	GH13_5
CAZyme	GH135
CAZyme	GH13_6
CAZyme	GH136
CAZyme	GH13_7
CAZyme	GH137
CAZyme	GH13_8
CAZyme	GH138
CAZyme	GH13_9
CAZyme	GH139
CAZyme	GH14
CAZyme	GH140
CAZyme	GH141
CAZyme	GH142
CAZyme	GH143
CAZyme	GH144
CAZyme	GH145
CAZyme	GH146
CAZyme	GH147
CAZyme	GH148
CAZyme	GH149
CAZyme	GH15
CAZyme	GH151
CAZyme	GH153
CAZyme	GH154
CAZyme	GH156
CAZyme	GH158
CAZyme	GH159
CAZyme	GH16
CAZyme	GH161
CAZyme	GH16_10
CAZyme	GH16_11
CAZyme	GH16_12
CAZyme	GH16_13
CAZyme	GH16_14
CAZyme	GH16_16
CAZyme	GH16_17
CAZyme	GH16_21
CAZyme	GH16_24
CAZyme	GH16_25
CAZyme	GH16_26
CAZyme	GH16_3
CAZyme	GH163
CAZyme	GH164
CAZyme	GH16_5
CAZyme	GH165
CAZyme	GH166
CAZyme	GH16_7
CAZyme	GH167
CAZyme	GH16_9
CAZyme	GH17
CAZyme	GH18
CAZyme	GH19
CAZyme	GH2
CAZyme	GH20
CAZyme	GH23
CAZyme	GH24
CAZyme	GH25
CAZyme	GH26
CAZyme	GH27
CAZyme	GH28
CAZyme	GH29
CAZyme	GH3
CAZyme	GH30
CAZyme	GH30_1
CAZyme	GH30_2
CAZyme	GH30_3
CAZyme	GH30_4
CAZyme	GH30_5
CAZyme	GH30_6
CAZyme	GH30_8
CAZyme	GH31
CAZyme	GH32
CAZyme	GH33
CAZyme	GH35
CAZyme	GH36
CAZyme	GH37
CAZyme	GH38
CAZyme	GH39
CAZyme	GH4
CAZyme	GH42
CAZyme	GH43
CAZyme	GH43_1
CAZyme	GH43_10
CAZyme	GH43_11
CAZyme	GH43_12
CAZyme	GH43_15
CAZyme	GH43_16
CAZyme	GH43_17
CAZyme	GH43_18
CAZyme	GH43_19
CAZyme	GH43_2
CAZyme	GH43_21
CAZyme	GH43_22
CAZyme	GH43_23
CAZyme	GH43_24
CAZyme	GH43_26
CAZyme	GH43_27
CAZyme	GH43_28
CAZyme	GH43_29
CAZyme	GH43_3
CAZyme	GH43_30
CAZyme	GH43_31
CAZyme	GH43_32
CAZyme	GH43_33
CAZyme	GH43_34
CAZyme	GH43_35
CAZyme	GH43_37
CAZyme	GH43_4
CAZyme	GH43_5
CAZyme	GH43_7
CAZyme	GH43_8
CAZyme	GH43_9
CAZyme	GH44
CAZyme	GH45
CAZyme	GH46
CAZyme	GH47
CAZyme	GH48
CAZyme	GH5
CAZyme	GH50
CAZyme	GH5_1
CAZyme	GH51
CAZyme	GH5_10
CAZyme	GH5_12
CAZyme	GH5_13
CAZyme	GH5_17
CAZyme	GH5_18
CAZyme	GH5_19
CAZyme	GH5_2
CAZyme	GH52
CAZyme	GH5_21
CAZyme	GH5_22
CAZyme	GH5_25
CAZyme	GH5_27
CAZyme	GH5_28
CAZyme	GH5_29
CAZyme	GH53
CAZyme	GH5_36
CAZyme	GH5_38
CAZyme	GH5_39
CAZyme	GH5_4
CAZyme	GH54
CAZyme	GH5_41
CAZyme	GH5_43
CAZyme	GH5_44
CAZyme	GH5_45
CAZyme	GH5_46
CAZyme	GH5_47
CAZyme	GH5_48
CAZyme	GH5_5
CAZyme	GH55
CAZyme	GH5_51
CAZyme	GH5_52
CAZyme	GH5_53
CAZyme	GH5_55
CAZyme	GH5_56
CAZyme	GH5_7
CAZyme	GH57
CAZyme	GH5_8
CAZyme	GH58
CAZyme	GH59
CAZyme	GH6
CAZyme	GH62
CAZyme	GH63
CAZyme	GH64
CAZyme	GH65
CAZyme	GH66
CAZyme	GH67
CAZyme	GH68
CAZyme	GH70
CAZyme	GH71
CAZyme	GH72
CAZyme	GH73
CAZyme	GH74
CAZyme	GH75
CAZyme	GH76
CAZyme	GH77
CAZyme	GH78
CAZyme	GH79
CAZyme	GH8
CAZyme	GH81
CAZyme	GH82
CAZyme	GH84
CAZyme	GH85
CAZyme	GH86
CAZyme	GH87
CAZyme	GH88
CAZyme	GH89
CAZyme	GH9
CAZyme	GH90
CAZyme	GH91
CAZyme	GH92
CAZyme	GH93
CAZyme	GH94
CAZyme	GH95
CAZyme	GH97
CAZyme	GH98
CAZyme	GH99
CAZyme	GT0
CAZyme	GT1
CAZyme	GT10
CAZyme	GT100
CAZyme	GT101
CAZyme	GT102
CAZyme	GT103
CAZyme	GT104
CAZyme	GT107
CAZyme	GT108
CAZyme	GT11
CAZyme	GT111
CAZyme	GT12
CAZyme	GT14
CAZyme	GT17
CAZyme	GT19
CAZyme	GT2
CAZyme	GT20
CAZyme	GT21
CAZyme	GT22
CAZyme	GT23
CAZyme	GT25
CAZyme	GT26
CAZyme	GT27
CAZyme	GT28
CAZyme	GT2_Cellulose_synt
CAZyme	GT2_Chitin_synth_1
CAZyme	GT2_Glycos_transf_2
CAZyme	GT2_Glyco_tranf_2_2
CAZyme	GT2_Glyco_tranf_2_3
CAZyme	GT2_Glyco_tranf_2_4
CAZyme	GT2_Glyco_trans_2_3
CAZyme	GT3
CAZyme	GT30
CAZyme	GT32
CAZyme	GT35
CAZyme	GT38
CAZyme	GT39
CAZyme	GT4
CAZyme	GT41
CAZyme	GT42
CAZyme	GT44
CAZyme	GT45
CAZyme	GT47
CAZyme	GT5
CAZyme	GT51
CAZyme	GT52
