0,1,2,high_level_substr
-5.7033267,-2.7606704,1.0843477,mono/di/trisaccharide
2.163803,4.940911,0.26363817,galactan
1.2575742,8.751191,0.29808488,multiple_substrates
-1.2595243,9.473214,1.4008768,mono/di/trisaccharide
5.002815,-1.2599485,-3.0320396,mono/di/trisaccharide
2.193559,8.222855,-3.6763237,pectin
0.7922958,-6.957789,-0.905512,glycosaminoglycan
0.6726493,13.980491,-1.0983092,multiple_substrates
-1.2983153,-2.2773027,1.8980876,galactan
3.097182,7.0280128,1.365972,xylan
3.0820775,12.700522,0.3901248,alpha-glucan
0.5017824,4.5232005,2.3968306,N-glycan
4.0590243,-4.280129,-3.7750895,N-glycan
0.4461457,7.340435,3.0616567,alpha-mannan
1.6893282,2.1991253,0.8221708,pectin
1.4841194,7.7096124,1.0216382,pectin
1.8773711,2.5073879,-0.38325158,galactan
-3.3789613,9.8403635,0.8866311,mono/di/trisaccharide
1.4841582,7.709651,1.0216637,multiple_substrates
0.77156395,10.00114,0.9480005,galactan
2.0534067,-0.29427758,0.8010715,pectin
-1.4391338,9.009525,0.70972526,multiple_substrates
1.4178482,10.226944,-1.1952333,pectin
5.3141212,1.6414768,0.60181034,chitin
-3.3769665,-9.721755,-4.5872893,mono/di/trisaccharide
-3.7458467,9.621063,0.9145767,fructan
-6.8763885,7.3060975,-3.6682334,mono/di/trisaccharide
-9.805486,4.210054,-0.9985186,chitin
-4.119178,-5.839088,-0.0040220697,algal glycans
-7.1657395,-2.7005475,-8.026081,multiple_substrates
-3.3396428,7.188843,-1.1444443,multiple_substrates
-5.3133426,-2.0789652,-7.7133265,mono/di/trisaccharide
-7.7573447,1.4168615,-8.664848,multiple_substrates
-5.692659,1.2737143,-7.2777934,multiple_substrates
-7.1657395,-2.7005475,-8.026081,alpha-glucan
0.040869825,-10.552365,2.4453697,glycosaminoglycan
1.4904649,-10.858702,2.90521,glycosaminoglycan
1.2846365,2.1026826,3.801244,fructan
-8.153827,6.431516,-3.0289748,mono/di/trisaccharide
-2.257678,-7.83104,4.678937,mono/di/trisaccharide
-4.6546173,-3.5838861,-6.903614,mono/di/trisaccharide
-9.233708,3.5795057,-2.3160257,mono/di/trisaccharide
1.6032027,13.833241,4.7200313,chitin
-5.2919607,-2.7346587,0.76136273,multiple_substrates
-7.319502,2.160549,-8.580899,chitin
-1.3566417,-10.45867,-6.7576756,alpha-glucan
-9.033519,-0.62603325,-7.301938,multiple_substrates
1.4902368,-10.85806,2.907059,glycosaminoglycan
-5.1626434,1.8453149,-5.7858872,xylan
-7.889292,-0.45981023,-7.0037646,multiple_substrates
-3.428583,1.3044853,-4.680479,xylan
1.1858016,-9.099166,0.8513921,alpha-glucan
-6.93072,-2.1018667,-4.522601,alpha-glucan
-6.293081,-5.0103383,-8.33555,multiple_substrates
1.7989509,8.438144,5.957632,mono/di/trisaccharide
-5.9466343,-3.0153167,-3.793092,xylan
-4.326095,1.0375534,-4.1348395,beta-mannan
1.094933,-3.9139104,0.28955713,pectin
-3.793506,-1.1304082,-3.440931,xylan
-9.204749,5.5876007,-2.4114225,beta-mannan
-1.5103849,-7.1877565,-8.15038,beta-mannan
4.5547237,-6.0217323,4.2536826,alpha-glucan
-1.4073116,-9.703739,-8.430974,galactan
0.6656978,10.026384,1.4126124,algal glycans
-6.3640337,1.5678682,-5.4081693,human milk oligosaccharide
-4.1162915,0.7357048,-3.9264822,human milk oligosaccharide
3.675141,-2.7872612,-2.642042,xylan
2.855032,2.7267458,-2.8908827,alpha-glucan
-0.66883177,-3.7541447,-5.169973,alpha-glucan
-3.2526996,-1.6033278,1.2035129,multiple_substrates
-3.5391357,-0.42021692,4.3447323,pectin
3.4040005,15.352097,3.0901406,pectin
-3.4540076,-0.4379605,4.32846,pectin
-0.6587331,10.682632,-0.27839458,xylan
-2.6011503,2.1511726,3.4920447,pectin
1.2170513,14.786687,-2.0268192,xylan
1.980416,15.7118845,0.078836076,xylan
1.8675436,7.6168985,2.1573837,pectin
-2.1160696,2.9259465,3.1681752,xylan
4.213834,16.36425,1.0178547,pectin
2.981797,15.57451,0.55695075,xylan
2.6476548,6.3583307,0.79684347,xylan
-3.269215,7.1738095,-1.1563312,galactan
5.057772,-0.98307765,10.776623,capsule polysaccharide
5.992111,-2.178623,10.777978,capsule polysaccharide
5.0577717,-0.98307747,10.776623,capsule polysaccharide
-0.81102926,11.09044,-0.55913544,xylan
-5.879832,-6.229609,-3.117213,algal glycans
-3.608667,-9.65336,-4.7568865,multiple_substrates
-3.608667,-9.65336,-4.7568865,multiple_substrates
-4.082355,-8.459917,-4.9696755,multiple_substrates
2.2319555,4.381621,3.7110996,multiple_substrates
-8.4802065,2.0007288,-6.8818707,multiple_substrates
-4.4478035,-7.13408,-5.700804,multiple_substrates
-3.376867,-9.721802,-4.587277,multiple_substrates
-1.3139412,-7.2328634,-8.385977,multiple_substrates
-3.8693168,-2.808899,-2.9991603,multiple_substrates
-0.7283156,-11.345907,1.4664522,multiple_substrates
-1.9009972,-4.7302303,-5.055094,multiple_substrates
3.0612297,-0.2191596,2.256046,xylan
3.2399442,-0.64841384,2.4513342,xylan
2.1713452,4.744443,0.11889225,xylan
4.5397563,10.846327,0.9459311,beta-glucan 
3.1120658,4.9581447,4.707987,mono/di/trisaccharide
1.7189512,3.5909379,0.0451888,xylan
4.5389338,-0.76910365,10.906966,capsule polysaccharide
-3.6210744,-6.4401503,-5.676863,galactan
1.4218838,-1.1656693,-0.59769005,algal glycans
-3.5681,0.47940555,-2.5803728,algal glycans
-2.5652385,-3.5415604,-5.393359,algal glycans
-0.9677345,-8.173841,0.5782699,algal glycans
-1.8394221,-11.298223,0.5850457,algal glycans
8.395084,-3.9993541,10.181336,exopolysaccharide
